Field,Title,Company,Posted At,Location,Link
Operations and Supply Chain,Software Engineer Fullstack - Global Sourcing & Supply Management (GSSM) Solutions,Apple,3 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591778/software-engineer-fullstack-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Machine Learning and AI,AIML - Annotation Team Lead (Hyderabad),Apple,9 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200554635/aiml-annotation-team-lead-hyderabad?team=MLAI
Operations and Supply Chain,Global Supply Manager,Apple,18 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200574142/global-supply-manager?team=OPMFG
Operations and Supply Chain,Manufacturing Design Engineer - Battery,Apple,19 Feb 2025,New Delhi,https://jobs.apple.com/en-gb/details/200591456/manufacturing-design-engineer-battery?team=OPMFG
Operations and Supply Chain,Operations Test Engineering - Mechanical Engineer,Apple,26 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200561372/operations-test-engineering-mechanical-engineer?team=OPMFG
Software and Services,Cellular Protocol RAN/Core Network Simulation Engineer,Apple,3 Mar 2023,Bengaluru,https://jobs.apple.com/en-gb/details/200467376/cellular-protocol-ran-core-network-simulation-engineer?team=SFTWR
Operations and Supply Chain,Global Supply Manager,Apple,4 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200573787/global-supply-manager?team=OPMFG
Marketing,Print Production Manager,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200575508/print-production-manager?team=MKTG
Operations and Supply Chain,Manufacturing Design Engineer - Equipment Design,Apple,19 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591443/manufacturing-design-engineer-equipment-design?team=OPMFG
Software and Services,Hana Data Engineer,Apple,25 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536457/hana-data-engineer?team=SFTWR
Operations and Supply Chain,Assembly Manufacturing Quality Engineer,Apple,14 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591615/assembly-manufacturing-quality-engineer?team=OPMFG
Software and Services,Cloud Data Engineer,Apple,20 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200519076/cloud-data-engineer?team=SFTWR
Software and Services,Senior Web UI/UX Engineer,Apple,21 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200579216/senior-web-ui-ux-engineer?team=SFTWR
Operations and Supply Chain,Machine Learning Engineer - LLM,Apple,11 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594547/machine-learning-engineer-llm?team=OPMFG
Software and Services,SAP Functional Automation Lead ,Apple,3 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200583520/sap-functional-automation-lead?team=SFTWR
Corporate Functions,People Analytics Engineering Manager,Apple,11 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590824/people-analytics-engineering-manager?team=CORSV
Hardware,Cellular 5G /4G Physical Layer Firmware Engineer,Apple,29 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200553240/cellular-5g-4g-physical-layer-firmware-engineer?team=HRDWR
Software and Services,Cellular Virtual Platform developer,Apple,20 Feb 2023,Bengaluru,https://jobs.apple.com/en-gb/details/200464326/cellular-virtual-platform-developer?team=SFTWR
Software and Services,Software Quality Engineer,Apple,11 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200576527/software-quality-engineer?team=SFTWR
Hardware,Cellular 5G/4G Firmware Development & Verification Engineer,Apple,12 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200397420/cellular-5g-4g-firmware-development-verification-engineer?team=HRDWR
Software and Services,Cellular HW Modeling Engineer - Layer 1 Virtual Platform,Apple,28 Mar 2023,Bengaluru,https://jobs.apple.com/en-gb/details/200471790/cellular-hw-modeling-engineer-layer-1-virtual-platform?team=SFTWR
Corporate Functions,People Analytics Developer,Apple,7 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200576029/people-analytics-developer?team=CORSV
Operations and Supply Chain,Machine Learning Engineer,Apple,4 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577219/machine-learning-engineer?team=OPMFG
Software and Services,Embedded Power Software Engineer,Apple,24 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200541326/embedded-power-software-engineer?team=SFTWR
Hardware,Physical Layer Firmware Integration and DevOps Engineer,Apple,21 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200552271/physical-layer-firmware-integration-and-devops-engineer?team=HRDWR
Software and Services,Software Engineer - Cloud Data Platform,Apple,6 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536460/software-engineer-cloud-data-platform?team=SFTWR
Software and Services,Database Engineer : Oracle DBA,Apple,10 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200582908/database-engineer-oracle-dba?team=SFTWR
Software and Services,Cloud Security Specialist,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534734/cloud-security-specialist?team=SFTWR
Operations and Supply Chain,Full stack Developer,Apple,27 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200524442/full-stack-developer?team=OPMFG
Software and Services,DevOps Engineer,Apple,21 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536800/devops-engineer?team=SFTWR
Software and Services,Machine Learning Engineer,Apple,18 Jul 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536464/machine-learning-engineer?team=SFTWR
Software and Services,BI Tools Platform Engineer,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534730/bi-tools-platform-engineer?team=SFTWR
Software and Services,Site Reliability Engineering Manager,Apple,13 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200553786/site-reliability-engineering-manager?team=SFTWR
Software and Services,Site Reliability Engineering Manager,Apple,12 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200582129/site-reliability-engineering-manager?team=SFTWR
Software and Services,Functional Integration Engineer,Apple,18 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200595210/functional-integration-engineer?team=SFTWR
Software and Services,Functional Integration Engineer (Middleware),Apple,14 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558161/functional-integration-engineer-middleware?team=SFTWR
Operations and Supply Chain,Product Quality Manager - Product Operations,Apple,17 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200564756/product-quality-manager-product-operations?team=OPMFG
Software and Services,Site Reliability Engineering Manager,Apple,13 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200553786/site-reliability-engineering-manager?team=SFTWR
Marketing,Channel & Partner Communications Lead - India,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200542920/channel-partner-communications-lead-india?team=MKTG
Software and Services,Software Development Engineer in Test - IS&T,Apple,3 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200539849/software-development-engineer-in-test-is-t?team=SFTWR
Software and Services,BI Tools Platform Engineer,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534730/bi-tools-platform-engineer?team=SFTWR
Hardware,Cellular 5G/4G Firmware Development & Verification Engineer,Apple,12 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200397420/cellular-5g-4g-firmware-development-verification-engineer?team=HRDWR
Hardware,Physical Layer Firmware Integration and DevOps Engineer,Apple,21 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200552271/physical-layer-firmware-integration-and-devops-engineer?team=HRDWR
Sales and Business Development,Lead ASC - Sales,Apple,4 Mar 2025,Ahmedabad,https://jobs.apple.com/en-gb/details/200510597/lead-asc-sales?team=SLDEV
Operations and Supply Chain,Machine Learning Engineer - Data Quality,Apple,11 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594546/machine-learning-engineer-data-quality?team=OPMFG
Software and Services,Cellular HW Modeling Engineer - Layer 1 Virtual Platform,Apple,28 Mar 2023,Bengaluru,https://jobs.apple.com/en-gb/details/200471790/cellular-hw-modeling-engineer-layer-1-virtual-platform?team=SFTWR
Hardware,Embedded Software Engineer ,Apple,24 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569357/embedded-software-engineer?team=HRDWR
Software and Services,"Software Engineer (Framework), Ai & Data Platforms",Apple,15 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200561750/software-engineer-framework-ai-data-platforms?team=SFTWR
Operations and Supply Chain,Manufacturing Design Program Manager,Apple,15 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591139/manufacturing-design-program-manager?team=OPMFG
Operations and Supply Chain,Manufacturing Design Engineer- Brittles,Apple,24 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591611/manufacturing-design-engineer-brittles?team=OPMFG
Hardware,Failure Analysis Engineer - Expert Spectroscopist,Apple,14 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200582872/failure-analysis-engineer-expert-spectroscopist?team=HRDWR
Software and Services,Frontend Engineer,Apple,25 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200579203/frontend-engineer?team=SFTWR
Support and Service,"Trainer, Retail Customer Care",Apple,5 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200593252/trainer-retail-customer-care?team=CUST
Marketing,Partner Communications Manager,Apple,8 Feb 2025,Mumbai,https://jobs.apple.com/en-gb/details/200589539/partner-communications-manager?team=MKTG
Software and Services,Sr. Security Engineer,Apple,31 Jul 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200550145/sr-security-engineer?team=SFTWR
Software and Services,E-Business UX Designer,Apple,28 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200579211/e-business-ux-designer?team=SFTWR
Operations and Supply Chain,Test Automation Architect - Operations Business Process Reengineering,Apple,15 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200587007/test-automation-architect-operations-business-process-reengineering?team=OPMFG
Software and Services,Product Reliability Owner,Apple,6 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200588004/product-reliability-owner?team=SFTWR
Operations and Supply Chain,Recycling Operations Senior Technical Program Manager,Apple,18 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591958/recycling-operations-senior-technical-program-manager?team=OPMFG
Hardware,Cellular Layer1/Firmware Triage and Target Support Engineer,Apple,6 Jun 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200250759/cellular-layer1-firmware-triage-and-target-support-engineer?team=HRDWR
Operations and Supply Chain,"Software Engineer - Frontend, Business Process Reengineering",Apple,19 Jun 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200512345/software-engineer-frontend-business-process-reengineering?team=OPMFG
Hardware,Cellular Firmware Verification and Release Manager,Apple,9 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200520438/cellular-firmware-verification-and-release-manager?team=HRDWR
Operations and Supply Chain,Manufacturing Design Engineer- Assembly,Apple,24 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591606/manufacturing-design-engineer-assembly?team=OPMFG
Marketing,Integrated Project Manager,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200584659/integrated-project-manager?team=MKTG
Marketing,Integrated Project Manager,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200584659/integrated-project-manager?team=MKTG
Hardware,Cellular 5G /4G Physical Layer Firmware Engineer,Apple,29 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200553240/cellular-5g-4g-physical-layer-firmware-engineer?team=HRDWR
Software and Services,Senior Manager - Wireless Technologies and Ecosystems,Apple,19 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200562168/senior-manager-wireless-technologies-and-ecosystems?team=SFTWR
Hardware,iPhone Hardware Engineering Program Manager,Apple,6 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200558180/iphone-hardware-engineering-program-manager?team=HRDWR
Marketing,Media Manager,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200567665/media-manager?team=MKTG
Operations and Supply Chain,Plastic Tooling Engineer - Bangalore / Chennai,Apple,17 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591761/plastic-tooling-engineer-bangalore-chennai?team=OPMFG
Apple Retail,IN-Manager,Apple,17 Dec 2024,Pune-IN,https://jobs.apple.com/en-gb/details/200583759/in-manager?team=APPST
Operations and Supply Chain,Product Manager - Global Sourcing & Supply Management (GSSM) Solutions,Apple,19 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591780/product-manager-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Hardware,Embedded 5G/4G Cellular RF SW/FW Engineer,Apple,26 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200581012/embedded-5g-4g-cellular-rf-sw-fw-engineer?team=HRDWR
Corporate Functions,People Analytics Engineering Manager,Apple,11 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590824/people-analytics-engineering-manager?team=CORSV
Marketing,Interactive Producer,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200583505/interactive-producer?team=MKTG
Software and Services,Embedded Software Engineering Manager - Memory and Boot,Apple,28 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200551137/embedded-software-engineering-manager-memory-and-boot?team=SFTWR
Operations and Supply Chain,"Operations, Manufacturing Design - Early Careers",Apple,4 Mar 2025,Chennai,https://jobs.apple.com/en-gb/details/200593610/operations-manufacturing-design-early-careers?team=OPMFG
Operations and Supply Chain,NPI Test Engineer,Apple,27 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200509719/npi-test-engineer?team=OPMFG
Operations and Supply Chain,Software Engineer - Full Stack,Apple,11 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200567346/software-engineer-full-stack?team=OPMFG
Operations and Supply Chain,FATP Manufacturing Quality Engineer,Apple,14 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591608/fatp-manufacturing-quality-engineer?team=OPMFG
Software and Services,Embedded Power Software Engineer,Apple,24 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200541326/embedded-power-software-engineer?team=SFTWR
Operations and Supply Chain,Full Stack Software Engineer - Manufacturing Systems & Infrastructure,Apple,25 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200570000/full-stack-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Corporate Functions,Contract Recruiter,Apple,27 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200574971/contract-recruiter?team=CORSV
Software and Services,DevOps Engineer,Apple,21 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536800/devops-engineer?team=SFTWR
Operations and Supply Chain,Systems Engineer - Manufacturing Systems & Infrastructure,Apple,17 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200574071/systems-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,DevOps Engineer,Apple,18 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534941/devops-engineer?team=SFTWR
Corporate Functions,Project Manager - Apple Store Online User Acceptance Testing (UAT),Apple,6 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200577265/project-manager-apple-store-online-user-acceptance-testing-uat?team=CORSV
Corporate Functions,Machine Learning Engineer - Apple Store Online,Apple,3 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200588709/machine-learning-engineer-apple-store-online?team=CORSV
Operations and Supply Chain,Machine Learning Engineer,Apple,4 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577219/machine-learning-engineer?team=OPMFG
Operations and Supply Chain,Technical Project Manager,Apple,11 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200520900/technical-project-manager?team=OPMFG
Corporate Functions,Machine Learning Engineering Manager - Apple Store Online,Apple,30 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200588715/machine-learning-engineering-manager-apple-store-online?team=CORSV
Marketing,Channel Cross-functional Producer,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200583503/channel-cross-functional-producer?team=MKTG
Software and Services,Integration Engineering - Software Engineer (Middleware),Apple,11 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200567615/integration-engineering-software-engineer-middleware?team=SFTWR
Software and Services,Cloud Security Specialist,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534734/cloud-security-specialist?team=SFTWR
Software and Services,Cloud Solutions Engineer,Apple,8 Jul 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200550457/cloud-solutions-engineer?team=SFTWR
Operations and Supply Chain,Inspection Tech Manufacturing Quality Engineer - Bangalore / Chennai,Apple,14 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591613/inspection-tech-manufacturing-quality-engineer-bangalore-chennai?team=OPMFG
Corporate Functions,Onboarding Product Analyst,Apple,12 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590823/onboarding-product-analyst?team=CORSV
Software and Services,Functional Integration Manager,Apple,26 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200553796/functional-integration-manager?team=SFTWR
Operations and Supply Chain,Automation Subject Matter Expert,Apple,24 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200588227/automation-subject-matter-expert?team=OPMFG
Software and Services,Machine Learning Engineer,Apple,18 Jul 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536464/machine-learning-engineer?team=SFTWR
Software and Services,Site Reliability Engineering Manager,Apple,13 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200553786/site-reliability-engineering-manager?team=SFTWR
Machine Learning and AI,AIML - Language Engineer (India),Apple,20 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583444/aiml-language-engineer-india?team=MLAI
Operations and Supply Chain,Operations Reliability Engineer,Apple,6 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200565338/operations-reliability-engineer?team=OPMFG
Operations and Supply Chain,Product Quality Manager - Product Operations,Apple,21 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200574687/product-quality-manager-product-operations?team=OPMFG
Software and Services,Software Engineer- Cloud Networking,Apple,16 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200568150/software-engineer-cloud-networking?team=SFTWR
Corporate Functions,Payroll Bus. Analyst - SAP HCM Payroll,Apple,12 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594027/payroll-bus-analyst-sap-hcm-payroll?team=CORSV
Software and Services,Site Reliability Engineer,Apple,5 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200559413/site-reliability-engineer?team=SFTWR
Corporate Functions,ServiceNow HR Product Analyst,Apple,10 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590678/servicenow-hr-product-analyst?team=CORSV
Software and Services,Site Reliability Engineering Manager,Apple,12 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200582129/site-reliability-engineering-manager?team=SFTWR
Marketing,"Associate Creative Director, Writing",Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200570545/associate-creative-director-writing?team=MKTG
Sales and Business Development,Lead ASC - Sales,Apple,4 Mar 2025,Ahmedabad,https://jobs.apple.com/en-gb/details/200510597/lead-asc-sales?team=SLDEV
Hardware,iPhone Hardware Test Engineer,Apple,26 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200565109/iphone-hardware-test-engineer?team=HRDWR
Hardware,Embedded Software Engineer,Apple,17 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200587379/embedded-software-engineer?team=HRDWR
Hardware,Embedded Software Engineer,Apple,21 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592297/embedded-software-engineer?team=HRDWR
Hardware,Haptic Systems Integration Engineer,Apple,24 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200575244/haptic-systems-integration-engineer?team=HRDWR
Hardware,Physical Layer Firmware Integration and DevOps Engineer,Apple,21 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200552271/physical-layer-firmware-integration-and-devops-engineer?team=HRDWR
Hardware,Embedded SW Engineer,Apple,20 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200510108/embedded-sw-engineer?team=HRDWR
Operations and Supply Chain,Product Quality Manager - Product Operations,Apple,17 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200564756/product-quality-manager-product-operations?team=OPMFG
Machine Learning and AI,AIML - Data Operations Senior Team Lead,Apple,10 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200590409/aiml-data-operations-senior-team-lead?team=MLAI
Operations and Supply Chain,Operations Program Manager - Product Operations,Apple,11 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200554753/operations-program-manager-product-operations?team=OPMFG
Software and Services,Database Engineer - MongoDB ,Apple,9 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590000/database-engineer-mongodb?team=SFTWR
Operations and Supply Chain,SME - Equipment Design (Controls & Systems Engineer),Apple,24 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592578/sme-equipment-design-controls-systems-engineer?team=OPMFG
Operations and Supply Chain,SME - Equipment Design (Robotics),Apple,24 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592580/sme-equipment-design-robotics?team=OPMFG
Operations and Supply Chain,Raw Material Global Supply Manager,Apple,15 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591616/raw-material-global-supply-manager?team=OPMFG
Software and Services,Software Engineer - Cloud Data Platform,Apple,6 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536460/software-engineer-cloud-data-platform?team=SFTWR
Operations and Supply Chain,Modules New Product Operations Program Manager,Apple,15 Feb 2025,Gurugram,https://jobs.apple.com/en-gb/details/200591195/modules-new-product-operations-program-manager?team=OPMFG
Operations and Supply Chain,Raw Material Global Supply Manager,Apple,15 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591616/raw-material-global-supply-manager?team=OPMFG
Operations and Supply Chain,Data ML Program Manager - Product Operations,Apple,2 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200581367/data-ml-program-manager-product-operations?team=OPMFG
Marketing,Marketing Manager,Apple,7 Mar 2025,Mumbai,https://jobs.apple.com/en-gb/details/200590667/marketing-manager?team=MKTG
Software and Services,"Machine Learning Research Engineer, Apple Intelligence",Apple,18 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200584024/machine-learning-research-engineer-apple-intelligence?team=SFTWR
Marketing,Marketing Manager,Apple,7 Mar 2025,Gurugram,https://jobs.apple.com/en-gb/details/200590670/marketing-manager?team=MKTG
Software and Services,"Junior Site Reliability Engineer, IS&T",Apple,3 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200587536/junior-site-reliability-engineer-is-t?team=SFTWR
Operations and Supply Chain,Industrial Engineering Program Manager,Apple,9 Apr 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200546724/industrial-engineering-program-manager?team=OPMFG
Software and Services,Engineering Program Manager - Ad Platforms,Apple,4 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200589751/engineering-program-manager-ad-platforms?team=SFTWR
Software and Services,BI Tools Platform Engineer,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534730/bi-tools-platform-engineer?team=SFTWR
Corporate Functions,Workday Absence Configurator,Apple,11 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590819/workday-absence-configurator?team=CORSV
Operations and Supply Chain,NPI Operations Lifecycle Program Manager,Apple,7 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594196/npi-operations-lifecycle-program-manager?team=OPMFG
Software and Services,"Site Reliability Engineering Manager, Storage - Apple Services Engineering",Apple,17 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200586559/site-reliability-engineering-manager-storage-apple-services-engineering?team=SFTWR
Hardware,Reliability Test Engineer,Apple,29 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200553093/reliability-test-engineer?team=HRDWR
Operations and Supply Chain,Failure Analysis & Raw Materials Engineer - Chennai / Bangalore,Apple,3 Mar 2025,Chennai,https://jobs.apple.com/en-gb/details/200593445/failure-analysis-raw-materials-engineer-chennai-bangalore?team=OPMFG
Software and Services,"Penetration Tester, Retail Engineering",Apple,21 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558639/penetration-tester-retail-engineering?team=SFTWR
Software and Services,Site Reliability Engineer,Apple,3 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569691/site-reliability-engineer?team=SFTWR
Software and Services,Site Reliability Engineer - Apple Services Engineering,Apple,12 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594552/site-reliability-engineer-apple-services-engineering?team=SFTWR
Software and Services,"Security Engineer, Retail Engineering",Apple,23 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558613/security-engineer-retail-engineering?team=SFTWR
Software and Services,NoSQL Engineer / SRE,Apple,29 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200583741/nosql-engineer-sre?team=SFTWR
Software and Services,Database Engineer : Oracle DBA,Apple,10 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200582908/database-engineer-oracle-dba?team=SFTWR
Software and Services,NoSQL Engineer,Apple,8 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200561709/nosql-engineer?team=SFTWR
Corporate Functions,Software Engineer- Search & AI,Apple,10 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200583508/software-engineer-search-ai?team=CORSV
Software and Services,Performance Engineer,Apple,20 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200557796/performance-engineer?team=SFTWR
Hardware,iPhone Hardware Systems Validation Engineer,Apple,26 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200565110/iphone-hardware-systems-validation-engineer?team=HRDWR
Operations and Supply Chain,Materials Program Manager,Apple,21 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592437/materials-program-manager?team=OPMFG
